.1e-1	2.464610677
.2e-1	2.812430229
.3e-1	2.481516658
.4e-1	1.830066195
.5e-1	2.463767308
.6e-1	2.491493840
.7e-1	1.802866682
.8e-1	2.520880617
.9e-1	2.280937391
.10	2.494342794
.11	3.044375922
.12	2.083350040
.13	2.247663313
.14	1.894594748
.15	1.493779563
.16	2.369505834
.17	3.293536560
.18	2.012411121
.19	3.405517277
.20	2.132341505
.21	1.587594518
.22	1.756407227
.23	2.516576456
.24	3.264866955
.25	2.425622134
.26	3.686475891
.27	3.253822430
.28	2.719095674
.29	2.612621876
.30	2.277743382
.31	2.312946126
.32	3.003608014
.33	2.116732732
.34	2.693343516
.35	3.474876685
.36	2.182981061
.37	3.633436497
.38	3.449134122
.39	3.032340196
.40	2.312065628
.41	2.422451852
.42	2.147349005
.43	2.269420582
.44	2.861185961
.45	3.394727507
.46	3.614703362
.47	2.907435060
.48	3.325539326
.49	3.097458533
.50	3.123273257
.51	3.964758427
.52	3.719935344
.53	3.248123307
.54	3.748900951
.55	4.239460481
.56	3.141165302
.57	3.907762267
.58	4.226531792
.59	3.715618232
.60	2.665198701
.61	2.816147791
.62	3.301514977
.63	2.536091418
.64	3.541017709
.65	3.537584965
.66	3.752460976
.67	2.786126907
.68	2.698845372
.69	3.689477742
.70	4.480597863
.71	3.341678218
.72	3.481363647
.73	4.214556167
.74	3.281581972
.75	3.975552723
.76	2.845517591
.77	3.101897465
.78	3.012311924
.79	4.123655834
.80	2.719642493
.81	4.583951281
.82	4.478951914
.83	3.308980872
.84	3.854395909
.85	4.129246775
.86	3.736328287
.87	2.793615113
.88	4.742384426
.89	2.848498573
.90	3.071804726
.91	3.068677705
.92	4.515201812
.93	2.937141261
.94	2.998414204
.95	3.461779852
.96	4.096791709
.97	4.287001685
.98	3.962544080
.99	4.307231101
1.00	4.527715205
1.01	3.593307868
1.02	3.393968388
1.03	4.822617408
1.04	3.639660491
1.05	3.042117581
1.06	3.931543608
1.07	4.636845835
1.08	3.220731339
1.09	4.821681815
1.10	3.407146966
1.11	4.877292253
1.12	4.046829723
1.13	3.418252972
1.14	3.124854558
1.15	3.284862251
1.16	3.916129080
1.17	3.097095183
1.18	3.225721793
1.19	3.228021983
1.20	4.756274640
1.21	3.990334015
1.22	4.540010044
1.23	5.064950560
1.24	3.331275011
1.25	3.610188059
1.26	5.119572252
1.27	4.161535120
1.28	3.772924751
1.29	3.427319489
1.30	4.389172255
1.31	4.420118184
1.32	3.295521952
1.33	3.739655074
1.34	3.343304316
1.35	4.151648342
1.36	3.971491239
1.37	5.197904216
1.38	3.889960067
1.39	4.169958484
1.40	4.912555849
1.41	4.025225324
1.42	4.181172450
1.43	5.276629559
1.44	4.544725513
1.45	5.059284586
1.46	4.053114273
1.47	4.748657690
1.48	3.931724578
1.49	4.903021747
1.50	5.011539589
1.51	4.282098918
1.52	3.354075099
1.53	4.853357290
1.54	4.624180877
1.55	4.053463025
1.56	4.764043637
1.57	4.229247331
1.58	4.991734537
1.59	4.240482948
1.60	4.823024605
1.61	5.230658860
1.62	3.695487998
1.63	4.138488164
1.64	5.175974176
1.65	3.723679515
1.66	4.260317285
1.67	4.622974354
1.68	5.281595500
1.69	4.510647955
1.70	4.313587387
1.71	5.203874471
1.72	4.111960746
1.73	5.324891542
1.74	3.859716523
1.75	3.790332602
1.76	3.516482889
1.77	4.671238899
1.78	4.599679216
1.79	4.303361400
1.80	4.399123527
1.81	3.743540322
1.82	5.313382013
1.83	3.638291739
1.84	3.988577103
1.85	4.350796715
1.86	4.669703175
1.87	4.825023057
1.88	5.073122623
1.89	4.034789474
1.90	5.522901124
1.91	5.137849575
1.92	5.213951804
1.93	4.880899397
1.94	5.508913352
1.95	5.229552767
1.96	4.142635222
1.97	3.820900676
1.98	4.723999382
1.99	5.005771760
2.00	4.604166412
2.01	5.488249230
2.02	5.320065540
2.03	4.490920807
2.04	3.682361834
2.05	5.394018101
2.06	5.375235933
2.07	4.625224427
2.08	4.142762674
2.09	4.923312422
2.10	4.691881353
2.11	4.431990117
2.12	5.461004318
2.13	4.529255705
2.14	5.009778984
2.15	5.448271925
2.16	4.770267442
2.17	5.480220439
2.18	3.753872839
2.19	4.426813082
2.20	4.080146778
2.21	3.993448095
2.22	4.439195504
2.23	4.964944166
2.24	4.485599858
2.25	4.908697714
2.26	5.004683532
2.27	3.840655006
2.28	5.499221535
2.29	4.763799708
2.30	4.665657286
2.31	5.664184174
2.32	5.614101278
2.33	4.971124143
2.34	4.358257407
2.35	3.975232931
2.36	5.405713659
2.37	4.368116247
2.38	5.054647103
2.39	4.952433637
2.40	5.717678097
2.41	5.403997906
2.42	5.442324637
2.43	5.595447701
2.44	4.929896352
2.45	4.348706047
2.46	4.660585732
2.47	4.818372080
2.48	4.378751917
2.49	5.523943000
2.50	5.709065329
2.51	5.145099878
2.52	4.237518059
2.53	4.127373893
2.54	4.653747822
2.55	4.062503044
2.56	5.394849180
2.57	5.440790271
2.58	5.605474031
2.59	5.691611078
2.60	5.288960129
2.61	5.446192533
2.62	5.516653534
2.63	3.927496543
2.64	5.239422149
2.65	5.329031282
2.66	4.721968833
2.67	4.795167705
2.68	5.050968039
2.69	3.917409712
2.70	5.330723623
2.71	5.302211887
2.72	4.858919118
2.73	4.144837077
2.74	4.505977615
2.75	4.493238020
2.76	3.838638521
2.77	4.376036773
2.78	5.607603152
2.79	4.354039765
2.80	4.162495100
2.81	5.662047314
2.82	4.267622148
2.83	4.803811715
2.84	4.589558893
2.85	5.806755815
2.86	4.467922896
2.87	4.369837525
2.88	3.896592272
2.89	4.573029144
2.90	4.517953694
2.91	4.917157068
2.92	4.591915644
2.93	5.556092822
2.94	4.626108024
2.95	4.301883951
2.96	5.551157305
2.97	4.516096896
2.98	5.611695806
2.99	5.679935784
3.00	5.259983537
3.01	4.989790460
3.02	4.031303671
3.03	4.849521215
3.04	4.114751447
3.05	5.125438163
3.06	4.066957380
3.07	4.368889672
3.08	5.200446755
3.09	5.009684045
3.10	5.693056851
3.11	4.556530263
3.12	3.990235363
3.13	4.425545999
3.14	5.178854870
3.15	5.343148512
3.16	4.177681950
3.17	5.251270308
3.18	4.762887104
3.19	5.266320780
3.20	4.383442032
3.21	5.213987277
3.22	3.968633518
3.23	4.974952572
3.24	4.263306357
3.25	5.383273166
3.26	5.595868610
3.27	5.848056366
3.28	5.107227472
3.29	4.007470270
3.30	5.564016982
3.31	4.534736601
3.32	5.093171366
3.33	5.418641189
3.34	4.641927958
3.35	5.185586600
3.36	3.912961993
3.37	5.759735956
3.38	4.407600881
3.39	4.611194867
3.40	4.533368835
3.41	5.465101469
3.42	3.926544634
3.43	3.971574516
3.44	4.890644967
3.45	4.950863292
3.46	5.786516607
3.47	4.048493804
3.48	5.227025377
3.49	4.395958203
3.50	5.227351738
3.51	4.247991216
3.52	4.611275731
3.53	5.500794124
3.54	4.158123256
3.55	5.130357965
3.56	4.508546115
3.57	5.275588474
3.58	4.859747694
3.59	4.100727925
3.60	4.859955381
3.61	5.759247848
3.62	5.172521088
3.63	5.674601292
3.64	5.416391876
3.65	4.896038569
3.66	5.175316964
3.67	5.452353314
3.68	5.377112900
3.69	5.853240591
3.70	4.457421955
3.71	4.529237213
3.72	5.883992588
3.73	4.339192047
3.74	5.216787812
3.75	5.533052307
3.76	5.009714579
3.77	5.475191624
3.78	4.183320029
3.79	5.409469948
3.80	4.994275210
3.81	5.527027129
3.82	4.340949321
3.83	5.016621091
3.84	5.025690721
3.85	5.674766636
3.86	4.490831096
3.87	4.299590806
3.88	4.394858519
3.89	4.272986864
3.90	5.838868779
3.91	4.612920224
3.92	5.176151824
3.93	4.266533674
3.94	4.834108077
3.95	5.662735746
3.96	4.796521117
3.97	5.902765973
3.98	5.367056602
3.99	5.425677607
4.00	5.912398447
4.01	4.942435291
4.02	5.480339974
4.03	4.958850719
4.04	5.698823767
4.05	5.853793885
4.06	3.957819534
4.07	5.351815113
4.08	4.791751911
4.09	5.076927430
4.10	4.769159697
4.11	4.289507326
4.12	4.996084153
4.13	4.325594486
4.14	4.550382192
4.15	5.239131070
4.16	5.364075181
4.17	5.320969703
4.18	4.301600221
4.19	5.695099081
4.20	5.685994397
4.21	5.388010079
4.22	5.381085294
4.23	4.202777408
4.24	5.778079175
4.25	4.014771658
4.26	4.604746646
4.27	4.829206689
4.28	5.274168943
4.29	4.564501739
4.30	5.303812579
4.31	5.399487105
4.32	5.371901255
4.33	5.175594688
4.34	5.059792897
4.35	5.509799440
4.36	3.965087143
4.37	3.967697500
4.38	5.475927913
4.39	4.354719878
4.40	5.100399876
4.41	5.281752228
4.42	5.190862738
4.43	4.056135389
4.44	4.660367714
4.45	4.584691995
4.46	5.905371901
4.47	5.200347004
4.48	5.757958605
4.49	4.394346687
4.50	5.073986572
4.51	4.291472797
4.52	4.745033017
4.53	5.270326759
4.54	5.854207658
4.55	4.596925014
4.56	5.663570815
4.57	4.156274873
4.58	4.846491693
4.59	5.019682316
4.60	4.037026440
4.61	5.656017902
4.62	4.015552346
4.63	5.563306860
4.64	5.353674127
4.65	4.416634237
4.66	4.049485070
4.67	4.044297310
4.68	5.220789880
4.69	5.317125055
4.70	5.151049196
4.71	4.669578555
4.72	5.511803367
4.73	5.486806842
4.74	4.775907748
4.75	4.371077540
4.76	4.687692709
4.77	5.134929772
4.78	4.702775314
4.79	5.491996378
4.80	4.025022355
4.81	4.067138533
4.82	5.913112643
4.83	4.013743694
4.84	5.647529471
4.85	5.547803517
4.86	5.904546940
4.87	4.505430368
4.88	4.760936982
4.89	5.843430834
4.90	4.226353341
4.91	5.173563416
4.92	4.131415682
4.93	4.073097053
4.94	4.112158444
4.95	4.054938847
4.96	4.755074813
4.97	4.033617429
4.98	4.661898415
4.99	4.644567373
5.00	4.670805395
5.01	4.137965167
5.02	4.237438874
5.03	5.238568468
5.04	5.806126323
5.05	4.381617033
5.06	5.404071911
5.07	4.238703022
5.08	4.250868911
5.09	4.096791567
5.10	4.800706088
5.11	5.214599300
5.12	4.575931900
5.13	3.984788467
5.14	4.332394689
5.15	4.035847026
5.16	4.566658727
5.17	4.459530055
5.18	4.744091009
5.19	4.527200488
5.20	4.599244853
5.21	4.283409010
5.22	5.655709744
5.23	5.788800777
5.24	4.193893740
5.25	4.913592017
5.26	5.264474140
5.27	5.448225700
5.28	4.063634680
5.29	4.038246008
5.30	5.818546091
5.31	5.664127822
5.32	4.701947668
5.33	5.283925188
5.34	5.785364612
5.35	5.111078423
5.36	5.199682914
5.37	4.186658602
5.38	4.170940416
5.39	5.298810485
5.40	4.430812859
5.41	5.170090676
5.42	4.493768564
5.43	4.467619354
5.44	4.918102559
5.45	5.360163387
5.46	4.018088365
5.47	5.885828674
5.48	4.672784527
5.49	5.683903482
5.50	4.592875036
5.51	5.662297612
5.52	5.170065622
5.53	5.562672404
5.54	5.877954842
5.55	5.168216592
5.56	5.744435281
5.57	4.209941049
5.58	5.374778676
5.59	4.540200247
5.60	5.252668524
5.61	5.448517590
5.62	5.427101551
5.63	5.862467421
5.64	5.464709074
5.65	5.977486255
5.66	5.223146580
5.67	5.058873084
5.68	5.496744454
5.69	5.385030694
5.70	4.976075286
5.71	5.811605793
5.72	4.748569133
5.73	5.433586029
5.74	5.248373056
5.75	4.622942598
5.76	4.600239464
5.77	4.570362190
5.78	4.697475834
5.79	4.425167720
5.80	4.704000388
5.81	4.525850383
5.82	4.807293727
5.83	4.534049067
5.84	5.764624487
5.85	5.756461161
5.86	5.488039303
5.87	5.000908832
5.88	4.778490621
5.89	4.816489432
5.90	4.270156482
5.91	5.311540751
5.92	5.398520981
5.93	4.659581956
5.94	4.729053581
5.95	5.336178037
5.96	5.178736039
5.97	4.957683981
5.98	5.867969518
5.99	4.740831726
6.00	5.445439917
